Date,City,PM2.5,PM10,NO2,SO2,CO,O3,Temperature,Humidity,WindSpeed,Rainfall,Pressure,Visibility,UVIndex,AQI,AQI_Category,year,month,day,weekday
2023-01-01,Delhi,183.2232208315296,150.1487672326328,30.41663082077828,35.32231229955902,3.653451054970703,56.5417106136907,41.3844543483077,72.93808170094043,5.068853064101429,19.60587590970753,984.317801615087,11.20669590337658,5.824294691475869,117.51,Unhealthy,2023,1,1,Sunday
2023-01-01,Ahmedabad,123.13526946701,286.4703095942509,42.29938865879891,53.28499261230611,1.769711514002514,117.2872808043174,10.00520315282864,41.58164011880201,9.632955598429854,49.39628993033111,966.8419222177296,2.862999650456893,7.92250220604925,131.08,Unhealthy,2023,1,1,Sunday
2023-01-01,Jaipur,177.0385693143034,274.0094151201459,79.4885644953385,14.41745352076209,1.612706660114024,69.57191035745703,23.42746455440648,81.98279237801154,3.649476559347752,23.19342271789372,964.119335386207,12.63122249877596,1.079781495987444,156.32,Unhealthy,2023,1,1,Sunday
2023-01-01,Pune,247.4150206145187,360.3074985203331,50.6139135068549,12.6513034350692,4.334009612385478,68.97376054124065,26.85832829238223,37.63530972774358,5.08632149683903,38.27228377359351,965.4447993602166,6.948826928053087,3.124219413510301,200.2,Very Unhealthy,2023,1,1,Sunday
2023-01-01,Hyderabad,47.59549638306289,231.380683128828,57.50760697334759,17.87433291892082,4.930536397137904,76.09760528325651,14.97364788034861,61.69177537475166,9.418298372068568,12.49907634054658,950.6870250370972,10.66537163978485,2.216170100148272,79.11,Moderate,2023,1,1,Sunday
2023-01-01,Bengaluru,243.3687189396482,87.41679227497056,45.15712105550632,50.71162212774601,2.970228471309261,23.24431870619959,23.69289594619645,88.7997081590077,4.167600603327513,23.8963278302834,1028.476190524153,11.3957023581914,9.596813767384743,131.72,Unhealthy,2023,1,1,Sunday
2023-01-01,Kolkata,242.2128761532802,87.68803532901987,92.69655546777152,12.87535257812317,1.537700295947265,111.6344663965356,37.40982309811669,40.46453483980049,3.715140338521769,7.465326084346185,1006.358213729523,9.644772113630768,2.712210885543213,144.06,Unhealthy,2023,1,1,Sunday
2023-01-01,Chennai,246.8901113801961,293.3017097555835,61.63936825014102,47.67012908641376,2.434517774730552,39.35828285935345,32.07167739129621,67.82380539508875,1.460552813124012,16.71513231530875,987.9647065647456,9.6116092790089,10.43697483741958,189.94,Unhealthy,2023,1,1,Sunday
2023-01-01,Mumbai,81.7365956135178,273.5052653575995,99.8094847002159,25.76310371042402,4.324468877742682,93.30501411378576,23.78595022425501,58.75628543020038,8.690268381328314,28.44151486379789,1001.199563213421,14.81100044918428,11.63714223197138,126.54,Unhealthy,2023,1,1,Sunday
2023-01-01,Lucknow,129.4758443254677,58.2854808059849,37.43166238904458,17.75515576305393,2.022344081108212,23.43878956390303,18.02987905298986,27.30652028317622,6.566269127350044,29.78876029717562,991.4301206179064,10.84024253964815,6.019619398971139,85.97,Moderate,2023,1,1,Sunday
2023-01-02,Ahmedabad,164.3268885386621,143.0674143284809,47.85969163134668,45.61366447025515,3.50040663740246,78.81284286983076,39.35354284022445,47.24913175615467,6.453124099220224,24.92422682241072,1045.473072241484,10.07916744866473,5.533638837479524,113.83,Unhealthy,2023,1,2,Monday
2023-01-02,Bengaluru,41.8360906111958,301.076774700581,80.79084669983656,40.34515110037798,4.462861783934816,53.52850272101328,28.34281931648016,90.49724010526744,1.532619629177031,6.834526592294821,977.7021485042188,5.154006491011748,2.080768376768669,115.53,Unhealthy,2023,1,2,Monday
2023-01-02,Kolkata,164.610994627194,302.1070197434564,11.5618575258957,29.35243460384872,1.220476565367413,42.17806493346794,25.1452053897376,32.27471216988469,5.871150127081171,39.12380728768144,979.2519909252296,14.60494434047713,10.87588088041332,155.97,Unhealthy,2023,1,2,Monday
2023-01-02,Hyderabad,113.2501629544035,162.4293611249203,55.7437203606488,31.22700886432669,2.005367247397568,79.06622801530656,27.6455379231058,51.00208478267003,6.715189430313619,16.47210600200909,1014.029190564327,10.0098308200084,5.956809478567712,108.83,Unhealthy,2023,1,2,Monday
2023-01-02,Chennai,215.0068876584226,165.4672074611092,88.15353712356617,51.01067472392779,0.2501656111959088,16.83688208594583,23.56534468982845,60.09182965307649,6.672321561933734,6.750671397744351,986.7625381864812,4.470321824788009,8.1664599015242,148.49,Unhealthy,2023,1,2,Monday
2023-01-02,Lucknow,245.6022360940368,143.0550350738732,33.79374002832543,56.71971214584124,1.869778147003239,74.7267183201664,27.90354355171395,47.86665354068609,4.523629852839629,20.06594661253225,990.421865486067,9.512793764105265,9.737843253169927,149.03,Unhealthy,2023,1,2,Monday
2023-01-02,Pune,236.82420947223,125.7289150410795,80.93078510651284,56.07110220950905,4.536059157262123,80.73469405124615,18.55247696343943,32.51259478815871,9.829714554983983,16.88440650333842,1012.35899271079,2.903750772794002,2.914137446400092,159.76,Unhealthy,2023,1,2,Monday
2023-01-02,Delhi,117.5697361726949,308.2983920062125,26.424255740815,14.64984658811209,2.751446594440824,68.50103458065527,30.30083067364228,84.46022558544527,7.382325586176035,30.55117553387914,1022.244338257022,5.521424793944495,4.979675211845455,129.24,Unhealthy,2023,1,2,Monday
2023-01-02,Jaipur,53.33703957984069,387.5681689401754,98.0288325548647,6.556702189344679,1.520793204371544,83.44788943710738,34.13119489850768,90.94548637823236,3.65050733534343,10.61456001776743,1032.382778917185,5.937718735081415,9.865468135127935,134.7,Unhealthy,2023,1,2,Monday
2023-01-02,Mumbai,238.0948994271016,246.6004730648343,21.75373998329078,6.626910810093131,1.273451682928518,38.85609240379073,35.06001822583106,60.87150862121113,9.75787082135629,0.7065393406529286,969.4343619829374,4.66866693993912,7.122145598647617,176.6,Unhealthy,2023,1,2,Monday
2023-01-03,Hyderabad,136.1398315604849,66.43075420011584,44.67138602685627,19.83219291293272,3.53736065315329,95.60450811103244,12.17189735886563,57.76305133232849,6.898938324552219,31.91561665606965,1000.69871630205,3.065937522480431,10.3774188277696,95.04,Moderate,2023,1,3,Tuesday
2023-01-03,Lucknow,33.80016476369239,370.0366765148261,15.2858268747694,5.134381161376316,3.15747953973075,76.61667154079443,38.05432103721194,62.70900828610381,6.707673666303518,28.85711662333538,1041.374934304335,2.144827386437611,6.243887933957601,110.18,Unhealthy,2023,1,3,Tuesday
2023-01-03,Ahmedabad,61.04799703546975,201.5117207633555,23.0531031831358,49.57317548996266,2.837523701712138,15.2254523016023,24.52819554665708,91.4442794510748,8.10855278876334,17.80162310200846,1010.23919245806,3.381301544766812,7.954925374223158,85.43,Moderate,2023,1,3,Tuesday
2023-01-03,Bengaluru,82.15939972016096,190.647641257258,35.88429305360785,58.1640179334409,0.6676593787639411,90.84180901202284,19.68167603292656,79.81250091693246,5.278824092622125,38.43798492251612,991.9470035831952,12.75953070287804,7.786779449620683,85.09,Moderate,2023,1,3,Tuesday
2023-01-03,Delhi,94.61709020554244,270.8416433490708,18.28944459505676,28.85356449737405,2.26814126398229,64.30536074153369,23.62656928946649,46.85828560807257,4.550337416146678,44.66945815585674,1044.416001820388,8.025713462380711,7.863482469713223,106.79,Unhealthy,2023,1,3,Tuesday
2023-01-03,Kolkata,154.8210153043823,132.0181286356043,98.58571647410427,50.95806012739798,3.278720396909956,52.96790788843686,15.04245240205423,69.73951168322105,3.929487354392523,40.61091284076944,1030.539002973837,6.006538872674391,5.151294901662064,121.13,Unhealthy,2023,1,3,Tuesday
2023-01-03,Pune,227.6358603433853,364.0183223384437,79.15404580534255,9.006550981850598,3.219442818702775,96.7303069156878,33.94413898966433,33.11706171688111,8.063901998575716,46.86683340515302,953.4969111402708,7.422621747105978,8.02763363878942,199.19,Unhealthy,2023,1,3,Tuesday
2023-01-03,Chennai,213.5338040969054,154.0589510848096,22.71352545371564,42.94206060339122,3.253653297261806,99.7126773696784,11.82743976803617,94.02720901196302,9.909533207849885,8.32740514719254,1009.066037932418,5.219035703129909,1.144329467124302,150.0,Unhealthy,2023,1,3,Tuesday
2023-01-03,Jaipur,101.6775227129465,87.16222686841799,30.04929911756604,42.81885171125664,4.165297502259044,38.66207348724068,41.24070978159952,74.27123746642116,4.926622077772083,23.71471179867451,1019.271610727293,9.949125037925665,5.943393144052744,78.1,Moderate,2023,1,3,Tuesday
2023-01-03,Mumbai,248.2917108520679,269.9694829217003,65.13289600798032,23.47202417845373,4.537970821059402,74.06813270210725,22.48752922027648,39.36368703342024,5.594115975988128,36.44768418797201,967.8291571868018,14.86766138123567,9.050669960977972,188.29,Unhealthy,2023,1,3,Tuesday
2023-01-04,Delhi,99.8028060004706,195.1891741837711,87.96782420950294,18.77504509680787,2.518564468460981,118.4115764171776,26.6235238163139,67.90261680340774,1.645972326908075,41.31704002534166,1010.306012841093,8.63095209053051,4.770402171517393,103.92,Unhealthy,2023,1,4,Wednesday
2023-01-04,Kolkata,90.4144480801194,343.859311837701,41.68233196781041,45.09178427893337,2.722024131375725,116.078319382012,38.05646304634425,38.61124064005729,4.625441907524714,18.02191181266972,1035.459117361501,13.13516051311447,11.33534430708612,137.25,Unhealthy,2023,1,4,Wednesday
2023-01-04,Chennai,87.64938998963817,124.8928209809138,15.86228002690353,54.13328316748493,2.071115855569758,98.97022440256252,12.65684849955322,31.29909140824132,8.259618266532282,22.90410365792518,1015.395769921295,6.274393999942388,6.519486322133052,78.96,Moderate,2023,1,4,Wednesday
2023-01-04,Hyderabad,143.7629420656169,366.4309957406064,40.56462000285048,37.38208873765922,0.4255461719883969,60.3760761903941,13.18417305808629,52.45803261283166,3.008474465261493,31.31044425548981,1014.368317263131,2.753858694605745,7.033895390261826,173.82,Unhealthy,2023,1,4,Wednesday
2023-01-04,Bengaluru,87.51560680282796,268.7401775469515,45.50378059754848,49.85927390131191,1.278893920212759,60.87914809753342,33.51637678314023,80.46386003264459,4.89847449357663,23.91266061335918,972.3633462665334,7.41076035914223,7.911877413647821,115.06,Unhealthy,2023,1,4,Wednesday
2023-01-04,Jaipur,157.8209819348492,78.62793016706688,56.27478637543381,47.24395237328098,4.510338030156407,31.36323889758929,28.92475194481609,37.70434057413072,6.697305897756142,5.808794217836977,975.4106618709774,2.292593587690371,3.384606855059374,96.94,Moderate,2023,1,4,Wednesday
2023-01-04,Lucknow,187.0576490920354,318.523614032099,84.53217518285935,12.46521256481687,1.358615762474388,108.5857444524136,39.16804325180456,37.67748820962575,6.711842394710704,48.05042957565377,1005.262976766472,1.179690940702912,7.105197545052229,170.25,Unhealthy,2023,1,4,Wednesday
2023-01-04,Ahmedabad,176.5901304662403,99.0932055420592,50.5476887173458,8.313293426359643,3.276721541508281,31.78265066317479,31.74362049982745,60.71767372167748,8.154368807323834,21.75135439853707,1043.21629622583,9.654277510051138,1.465341810975123,122.03,Unhealthy,2023,1,4,Wednesday
2023-01-04,Pune,42.42621377228946,124.1906674957628,81.51074104015073,8.976340393175162,0.5257856421679035,25.57436369173156,33.53103690960381,26.35830944120243,5.903909433724508,39.06824047143665,1018.748154228614,14.722844893886,3.971946610885946,52.98,Moderate,2023,1,4,Wednesday
2023-01-04,Mumbai,116.5047476046078,230.2642356735739,27.18206758049383,51.72566132501785,3.510281878471264,85.362905580622,31.18872866420509,73.14781673035932,7.857217670064871,38.51201322181127,1017.944192780996,2.923379526192303,7.54646449166148,116.21,Unhealthy,2023,1,4,Wednesday
2023-01-05,Jaipur,106.8768143875824,317.6240012426775,84.00824206565643,28.0154815116042,0.850694356028566,33.03799372895021,19.89533584488622,40.77964861466123,7.332163995371078,47.48202333769026,1023.535632015326,11.77256337050617,8.890735926151839,134.74,Unhealthy,2023,1,5,Thursday
2023-01-05,Ahmedabad,153.7075082269328,259.1041573263479,99.20094087351715,36.00377670907064,2.174088853469988,80.45425584315211,38.62151469849262,90.02483199021462,5.384088095407607,13.13213674613274,1020.243125271213,8.107465588504708,4.476800868684995,153.85,Unhealthy,2023,1,5,Thursday
2023-01-05,Delhi,121.7448864254344,288.4552680274788,88.79111576156575,33.07322856129061,3.412706158218907,74.45302078184342,29.9969120670592,72.22823356914773,8.502253157392444,4.159749416621938,1026.368284144334,4.411329243516236,3.13645256636648,143.32,Unhealthy,2023,1,5,Thursday
2023-01-05,Bengaluru,200.7408025407621,86.82969022808733,73.11223287430684,13.84417687684779,1.0574677110929,107.8651229167128,30.87271990858717,81.11672271870503,6.578193410406178,20.91749939953389,980.8543009745348,6.493862804806824,9.278894935458336,131.15,Unhealthy,2023,1,5,Thursday
2023-01-05,Chennai,185.7309635869332,389.3924341491976,46.13791507259801,32.05222861138153,2.656574550528456,63.40880812713893,20.53313075003508,71.19856910524041,6.536313317006628,39.51583031558904,955.0971377151884,10.33483100538133,2.232632713616517,197.92,Unhealthy,2023,1,5,Thursday
2023-01-05,Hyderabad,195.6033574485982,104.4200693317335,61.71305246391004,49.3882176119539,2.575154409410329,86.29105837889722,26.49524411944653,91.23226260278184,9.628740286747847,16.4338740935555,987.0540251281778,12.87928791098931,5.500971228523094,120.4,Unhealthy,2023,1,5,Thursday
2023-01-05,Kolkata,66.36104018655763,325.543217692719,95.89860796685262,34.92808539853117,4.752406153115185,25.20079297522791,16.37592989867359,76.61629348622367,3.106394072195814,4.148186664507664,1001.981970003817,12.91129333243188,8.724096157874259,121.56,Unhealthy,2023,1,5,Thursday
2023-01-05,Lucknow,37.28984545494063,140.9210507029428,54.48145002612678,45.06167414743717,3.532205175577167,36.64691104544973,27.05347053213371,49.1984132641514,2.562732080895191,13.06069608432325,1001.631859499741,1.364710097451186,6.103941109057884,59.12,Moderate,2023,1,5,Thursday
2023-01-05,Mumbai,72.72973692053128,191.5131012761309,48.30328927263402,25.58553953440428,1.950519857611072,25.72084638369425,15.5544312168775,37.56346025612453,2.885827778451118,45.24417345584222,1031.808398032137,14.79203242440166,10.45037058487576,88.95,Moderate,2023,1,5,Thursday
2023-01-05,Pune,137.5681571679415,214.1480627695561,31.92387719894176,16.48284667184063,2.463341424197607,24.1889858087752,11.05157060735972,66.6887794757942,9.733264605912929,0.4462643374002595,966.8689842141554,4.039984245452658,4.449630597525351,127.49,Unhealthy,2023,1,5,Thursday
2023-01-06,Bengaluru,47.83569648482176,299.5125819085655,35.17928214006923,38.96585237142077,3.449281546709976,47.22431700232758,39.93797220325614,94.786998575318,4.485308884381835,9.35376131252999,956.8152968329988,6.509238910270749,1.055441320931551,101.94,Unhealthy,2023,1,6,Friday
